Player,Season,Points,Field Goal %,Three Pointer %,Free Throw %,ORB,Turnovers
David Robinson,2001,22,0.556,,1,1,1
David Robinson,2001,4,0.143,,1,2,1
David Robinson,2001,12,0.444,,0.8,2,1
David Robinson,2001,11,0.429,,0.833,1,1
David Robinson,2001,16,0.778,,1,1,1
David Robinson,2001,9,0.286,,0.5,6,4
David Robinson,2001,13,0.364,,0.625,1,3
David Robinson,2001,8,0.375,,1,2,2
David Robinson,2001,21,0.667,,0.643,3,2
David Robinson,2001,10,0.385,,,1,1
David Robinson,2001,14,0.308,,1,2,1
David Robinson,2001,12,0.4,,0.667,1,2
David Robinson,2001,12,0.444,,0.5,2,0
David Robinson,2001,10,0.182,,0.75,3,2
David Robinson,2001,16,0.467,,0.5,3,0
David Robinson,2001,11,0.556,,0.5,2,1
David Robinson,2001,15,0.333,,1,2,6
David Robinson,2001,11,0.2,,1,3,1
David Robinson,2001,9,0.8,,0.5,4,0
David Robinson,2001,11,0.5,,1,0,4
David Robinson,2001,,,,,,
David Robinson,2001,18,0.6,,0.667,2,2
David Robinson,2001,23,0.625,,0.429,5,6
David Robinson,2001,18,0.533,,0.667,1,5
David Robinson,2001,5,0.667,,0.5,1,2
David Robinson,2001,9,0.4,,0.25,4,1
David Robinson,2001,15,0.5,,1,2,0
David Robinson,2001,12,0.364,,0.667,2,1
David Robinson,2001,17,0.462,,0.833,4,0
David Robinson,2001,28,0.6,,0.769,4,2
David Robinson,2001,15,0.6,,0.5,2,0
David Robinson,2001,18,0.636,,0.8,1,0
David Robinson,2001,29,0.5,,0.786,5,1
David Robinson,2001,26,0.643,,0.889,1,0
David Robinson,2001,18,0.857,,1,2,2
David Robinson,2001,10,0.364,,0.5,2,2
David Robinson,2001,2,0.091,,,4,3
David Robinson,2001,15,0.778,,0.5,1,0
David Robinson,2001,28,0.5,,0.737,6,2
David Robinson,2001,14,0.5,,1,3,0
David Robinson,2001,11,0.455,,0.5,4,1
David Robinson,2001,,,,,,
David Robinson,2001,10,1,,0.667,3,0
David Robinson,2001,10,0.5,,,2,1
David Robinson,2001,15,0.625,,0.714,3,1
David Robinson,2001,13,0.571,,0.833,0,1
David Robinson,2001,13,0.556,,0.75,2,1
David Robinson,2001,15,0.571,,0.778,1,1
David Robinson,2001,22,0.389,,0.889,4,1
David Robinson,2001,0,0,,,1,2
David Robinson,2001,16,0.714,,1,1,0
David Robinson,2001,6,0,,0.6,2,1
David Robinson,2001,14,0.545,,0.5,4,0
David Robinson,2001,15,0.333,,0.833,3,1
David Robinson,2001,13,0.5,,0.25,5,1
David Robinson,2001,14,0.444,,0.75,1,1
David Robinson,2001,16,0.357,,0.667,6,3
David Robinson,2001,16,0.7,,0.667,1,0
David Robinson,2001,17,0.667,,0.833,4,1
David Robinson,2001,16,0.375,,1,7,3
David Robinson,2001,6,0.188,,,5,2
David Robinson,2001,19,0.5,,0.875,3,4
David Robinson,2001,,,,,,
David Robinson,2001,12,0.625,,1,6,1
David Robinson,2001,11,0.444,,1,2,1
David Robinson,2001,14,0.444,,1,5,1
David Robinson,2001,18,0.5,,0.667,1,0
David Robinson,2001,14,0.455,,1,2,1
David Robinson,2001,22,0.75,,0.667,3,0
David Robinson,2001,15,0.556,,0.833,2,2
David Robinson,2001,12,0.714,,1,2,3
David Robinson,2001,19,0.667,,0.583,3,3
David Robinson,2001,18,0.7,,1,3,2
David Robinson,2001,10,0.333,,0.75,1,2
David Robinson,2001,12,0.5,,1,1,1
David Robinson,2001,19,0.429,,0.7,4,1
David Robinson,2001,7,0.5,,0.6,1,1
David Robinson,2001,4,0.25,,0.5,0,1
David Robinson,2001,20,0.467,0,0.545,2,3
David Robinson,2001,,,,,,
David Robinson,2001,34,0.778,,0.545,3,3
David Robinson,2001,9,0.273,,0.75,3,1
David Robinson,2001,25,0.6,,0.7,3,5
David Robinson,2001,,,,,,
David Robinson,2001,12,0.556,,1,5,1
David West,2009,24,0.529,,0.857,2,4
David West,2009,18,0.368,0,1,3,1
David West,2009,25,0.5,,1,1,4
David West,2009,15,0.462,1,1,2,2
David West,2009,11,0.25,,0.833,1,3
David West,2009,21,0.5,,0.875,0,1
David West,2009,21,0.474,,0.75,1,6
David West,2009,18,0.5,0,1,1,4
David West,2009,18,0.533,1,0.5,2,2
David West,2009,22,0.6,0,0.8,0,4
David West,2009,19,0.545,,1,0,2
David West,2009,33,0.65,,1,1,3
David West,2009,27,0.571,0,1,2,1
David West,2009,15,0.375,,0.75,3,1
David West,2009,10,0.333,0,,0,1
David West,2009,23,0.5,1,1,4,0
David West,2009,19,0.778,,1,1,1
David West,2009,17,0.727,,1,2,3
David West,2009,23,0.381,0,0.778,4,0
David West,2009,29,0.625,,1,3,0
David West,2009,,,,,,
David West,2009,18,0.313,,1,2,2
David West,2009,21,0.471,1,0.75,1,2
David West,2009,12,0.429,,0,0,1
David West,2009,13,0.333,0,0.75,2,2
David West,2009,13,0.5,,1,0,1
David West,2009,23,0.421,,0.778,1,1
David West,2009,18,0.412,,1,0,1
David West,2009,20,0.533,,0.8,1,1
David West,2009,25,0.571,0,1,0,4
David West,2009,21,0.533,,0.833,1,3
David West,2009,40,0.609,,0.923,3,2
David West,2009,13,0.286,0,1,1,3
David West,2009,12,0.417,,1,0,1
David West,2009,25,0.3,0,0.929,6,2
David West,2009,16,0.444,,,1,1
David West,2009,23,0.375,,0.846,1,5
David West,2009,20,0.471,0,1,1,0
David West,2009,,,,,,
David West,2009,,,,,,
David West,2009,,,,,,
David West,2009,,,,,,
David West,2009,,,,,,
David West,2009,,,,,,
David West,2009,12,0.313,0,1,5,1
David West,2009,16,0.381,,,4,4
David West,2009,25,0.458,0,0.75,3,1
David West,2009,24,0.412,,0.909,8,1
David West,2009,17,0.5,,1,2,3
David West,2009,9,0.571,,0.5,0,1
David West,2009,,,,,,
David West,2009,15,0.25,,0.9,2,3
David West,2009,37,0.65,,0.917,3,2
David West,2009,14,0.6,,1,0,3
David West,2009,16,0.429,0,0.8,2,6
David West,2009,18,0.308,,0.833,1,1
David West,2009,24,0.421,0,0.8,3,1
David West,2009,30,0.435,,0.769,7,1
David West,2009,28,0.579,,0.857,3,6
David West,2009,32,0.5,,0.923,5,2
David West,2009,30,0.462,,1,5,2
David West,2009,19,0.5,,0.6,2,2
David West,2009,,,,,,
David West,2009,14,0.429,,1,4,2
David West,2009,16,0.381,0,,3,1
David West,2009,13,0.5,,1,3,0
David West,2009,21,0.533,,0.833,2,4
David West,2009,10,0.286,,1,3,2
David West,2009,16,0.412,,1,5,3
David West,2009,14,0.231,,0.8,3,4
David West,2009,29,0.5,,0.875,1,2
David West,2009,23,0.579,,0.333,1,5
David West,2009,18,0.316,,1,2,2
David West,2009,29,0.579,0,1,2,2
David West,2009,23,0.333,,1,2,2
David West,2009,40,0.6,,1,3,3
David West,2009,19,0.4,0,1,0,1
David West,2009,31,0.519,,0.75,5,1
David West,2009,23,0.647,,1,4,5
David West,2009,20,0.364,,0.667,1,1
David West,2009,28,0.65,,1,3,2
David West,2009,20,0.4,,0.8,1,2
David West,2009,31,0.667,,1,0,2
David West,2009,,,,,,
David West,2009,14,0.4,,1,3,1
David West,2009,34,0.625,1,0.75,0,1
De'Aaron Fox,2023,33,0.571,0.556,0.8,0,8
De'Aaron Fox,2023,36,0.652,0.6,0.5,1,3
De'Aaron Fox,2023,26,0.55,0.167,1,1,3
De'Aaron Fox,2023,27,0.579,0.333,1,1,3
De'Aaron Fox,2023,17,0.353,0,1,2,3
De'Aaron Fox,2023,8,0.5,0.333,1,0,3
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,37,0.583,0.286,1,0,4
De'Aaron Fox,2023,28,0.471,0.4,0.833,1,2
De'Aaron Fox,2023,15,0.429,0.25,1,0,0
De'Aaron Fox,2023,32,0.684,0.4,0.8,0,3
De'Aaron Fox,2023,22,0.526,0.5,0,1,3
De'Aaron Fox,2023,14,0.417,0.2,0.6,0,1
De'Aaron Fox,2023,28,0.733,0.667,1,0,0
De'Aaron Fox,2023,33,0.611,0.5,1,0,2
De'Aaron Fox,2023,32,0.524,0.625,0.833,1,1
De'Aaron Fox,2023,18,0.35,0.167,0.429,1,4
De'Aaron Fox,2023,20,0.353,0.333,1,0,2
De'Aaron Fox,2023,11,0.333,0.333,1,1,1
De'Aaron Fox,2023,19,0.636,1,0.8,0,3
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,14,0.417,0.25,0.6,0,2
De'Aaron Fox,2023,16,0.357,0.286,1,0,4
De'Aaron Fox,2023,15,0.313,0.167,1,0,1
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,13,0.333,0.143,0.5,0,3
De'Aaron Fox,2023,27,0.391,0.5,0.714,0,3
De'Aaron Fox,2023,24,0.474,0,0.667,0,3
De'Aaron Fox,2023,37,0.56,0.4,0.778,1,2
De'Aaron Fox,2023,22,0.538,0,0.889,0,2
De'Aaron Fox,2023,26,0.563,0,0.615,1,1
De'Aaron Fox,2023,26,0.625,0.6,0.6,0,5
De'Aaron Fox,2023,31,0.571,0.333,1,0,4
De'Aaron Fox,2023,24,0.417,0.2,0.75,0,1
De'Aaron Fox,2023,19,0.389,0.5,1,1,5
De'Aaron Fox,2023,37,0.682,0.2,0.75,0,4
De'Aaron Fox,2023,25,0.45,0,1,0,1
De'Aaron Fox,2023,34,0.524,0,0.857,0,3
De'Aaron Fox,2023,11,0.357,0.143,,1,2
De'Aaron Fox,2023,24,0.5,0.5,0.667,1,1
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,24,0.643,0.6,1,2,5
De'Aaron Fox,2023,23,0.524,0.25,,0,1
De'Aaron Fox,2023,31,0.565,0.286,0.429,0,2
De'Aaron Fox,2023,25,0.435,0.333,0.429,0,1
De'Aaron Fox,2023,31,0.579,0,0.9,0,1
De'Aaron Fox,2023,17,0.5,0.333,1,1,6
De'Aaron Fox,2023,16,0.583,0.5,1,1,4
De'Aaron Fox,2023,29,0.417,0.143,0.8,0,0
De'Aaron Fox,2023,32,0.481,0.5,0.8,0,2
De'Aaron Fox,2023,31,0.565,0.5,1,1,1
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,16,0.417,0,0.667,1,4
De'Aaron Fox,2023,31,0.478,0,0.9,1,3
De'Aaron Fox,2023,33,0.625,0.2,0.857,0,3
De'Aaron Fox,2023,36,0.522,0,0.857,1,4
De'Aaron Fox,2023,35,0.545,0.571,0.875,2,5
De'Aaron Fox,2023,31,0.733,0.5,0.875,0,4
De'Aaron Fox,2023,42,0.63,0.5,0.545,0,3
De'Aaron Fox,2023,33,0.579,0.333,0.667,1,2
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,33,0.545,0.2,1,3,2
De'Aaron Fox,2023,25,0.455,0,0.714,0,3
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,23,0.563,0.25,0.571,0,3
De'Aaron Fox,2023,18,0.364,0.333,0,0,1
De'Aaron Fox,2023,35,0.565,0.417,0.667,2,3
De'Aaron Fox,2023,32,0.706,0.667,0.8,0,5
De'Aaron Fox,2023,18,0.313,0.25,0.6,1,0
De'Aaron Fox,2023,12,0.5,0,0,1,2
De'Aaron Fox,2023,37,0.667,0.667,0.75,0,1
De'Aaron Fox,2023,18,0.545,0.4,0.8,0,1
De'Aaron Fox,2023,19,0.467,0.167,1,1,2
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,29,0.5,0.167,0.8,0,1
De'Aaron Fox,2023,18,0.5,0.286,1,0,2
De'Aaron Fox,2023,20,0.727,0.333,0.75,1,2
De'Aaron Fox,2023,28,0.435,0,1,0,1
De'Aaron Fox,2023,23,0.435,0.333,0.5,2,3
De'Aaron Fox,2023,28,0.385,0.167,1,2,1
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,,,,,,
De'Aaron Fox,2023,13,0.6,0.333,,1,1
DeAndre Jordan,2017,6,0.286,,0.2,7,1
DeAndre Jordan,2017,7,0.3,,0.5,6,1
DeAndre Jordan,2017,19,0.8,,0.5,3,1
DeAndre Jordan,2017,8,1,,0,0,2
DeAndre Jordan,2017,6,0.375,,,6,3
DeAndre Jordan,2017,8,0.5,,,1,0
DeAndre Jordan,2017,8,0.8,,,0,4
DeAndre Jordan,2017,16,0.667,,0.5,3,1
DeAndre Jordan,2017,12,0.6,,0.5,4,3
DeAndre Jordan,2017,18,0.667,,0.625,4,1
DeAndre Jordan,2017,7,0.5,,0.5,5,3
DeAndre Jordan,2017,8,0.8,,0,4,1
DeAndre Jordan,2017,16,0.8,,,1,2
DeAndre Jordan,2017,6,0.5,,,1,1
DeAndre Jordan,2017,17,0.667,,0.643,3,1
DeAndre Jordan,2017,16,0.625,,0.667,0,1
DeAndre Jordan,2017,12,1,,0.667,2,2
DeAndre Jordan,2017,8,0.667,,0.571,2,1
DeAndre Jordan,2017,21,0.692,0,0.75,5,2
DeAndre Jordan,2017,9,0.5,,0.333,8,0
DeAndre Jordan,2017,,,,,,
DeAndre Jordan,2017,6,1,,1,3,1
DeAndre Jordan,2017,9,1,,0.6,4,3
DeAndre Jordan,2017,10,0.714,,0,5,0
DeAndre Jordan,2017,19,0.818,,1,5,2
DeAndre Jordan,2017,9,0.5,,0.75,6,1
DeAndre Jordan,2017,22,0.833,,0.667,4,0
DeAndre Jordan,2017,12,0.714,,0.667,3,0
DeAndre Jordan,2017,13,0.833,,0.5,4,3
DeAndre Jordan,2017,13,0.857,,1,2,0
DeAndre Jordan,2017,11,0.667,,0.75,2,2
DeAndre Jordan,2017,7,0.429,,0.25,3,4
DeAndre Jordan,2017,7,0.75,,0.25,1,4
DeAndre Jordan,2017,12,0.571,,0.8,2,1
DeAndre Jordan,2017,13,0.833,,0.375,5,4
DeAndre Jordan,2017,20,0.818,,1,4,1
DeAndre Jordan,2017,9,0.8,,0.5,3,3
DeAndre Jordan,2017,9,0.5,,0.375,7,3
DeAndre Jordan,2017,18,0.7,,0.364,4,2
DeAndre Jordan,2017,20,0.9,,0.667,1,0
DeAndre Jordan,2017,7,0.5,,0.375,2,1
DeAndre Jordan,2017,,,,,,
DeAndre Jordan,2017,10,0.5,,0.5,8,1
DeAndre Jordan,2017,24,0.923,,0,3,0
DeAndre Jordan,2017,19,0.875,,0.625,5,0
DeAndre Jordan,2017,29,0.8,,0.417,6,1
DeAndre Jordan,2017,14,0.6,,1,8,2
DeAndre Jordan,2017,7,1,,0.625,3,0
DeAndre Jordan,2017,10,0.75,,0.333,6,2
DeAndre Jordan,2017,8,1,,0,2,1
DeAndre Jordan,2017,6,1,,0,2,3
DeAndre Jordan,2017,9,1,,0.625,0,1
DeAndre Jordan,2017,6,0.333,,0.5,4,1
DeAndre Jordan,2017,9,0.667,,0.5,2,0
DeAndre Jordan,2017,28,0.857,,0.444,5,1
DeAndre Jordan,2017,4,0.4,,,3,5
DeAndre Jordan,2017,10,0.714,,0,2,0
DeAndre Jordan,2017,7,0.75,,0.5,3,2
DeAndre Jordan,2017,17,0.5,,0.625,5,1
DeAndre Jordan,2017,14,0.778,,0,2,2
DeAndre Jordan,2017,20,0.9,,0.5,9,3
DeAndre Jordan,2017,10,0.833,,0,3,1
DeAndre Jordan,2017,,,,,,
DeAndre Jordan,2017,14,0.714,,0.308,3,1
DeAndre Jordan,2017,6,0.6,,,4,3
DeAndre Jordan,2017,15,0.857,,0.188,3,0
DeAndre Jordan,2017,20,0.818,,0.4,5,0
DeAndre Jordan,2017,5,0.5,,0.6,1,1
DeAndre Jordan,2017,19,0.857,,0.7,5,0
DeAndre Jordan,2017,12,0.556,0,1,1,3
DeAndre Jordan,2017,22,0.75,,0.8,2,2
DeAndre Jordan,2017,,,,,,
DeAndre Jordan,2017,13,0.8,,0.455,5,0
DeAndre Jordan,2017,14,0.778,,,3,0
DeAndre Jordan,2017,12,0.667,,,6,1
DeAndre Jordan,2017,14,1,,0.5,6,0
DeAndre Jordan,2017,7,0.6,,0.333,6,0
DeAndre Jordan,2017,20,0.8,,0.571,1,0
DeAndre Jordan,2017,23,0.889,,0.583,5,2
DeAndre Jordan,2017,7,0.5,,0.25,6,2
DeAndre Jordan,2017,11,1,,0.375,1,3
DeAndre Jordan,2017,11,0.8,,0.375,3,2
DeAndre Jordan,2017,17,0.8,,0.25,5,0
DeAndre Jordan,2017,,,,,,
DeAndre Jordan,2017,14,0.667,,0.333,4,2
DeAndre Jordan,2017,18,0.8,,0.5,7,0
DeMar DeRozan,2023,37,0.636,0.667,0.636,1,1
DeMar DeRozan,2023,32,0.478,0,0.909,1,3
DeMar DeRozan,2023,13,0.333,,1,0,0
DeMar DeRozan,2023,25,0.588,,1,0,3
DeMar DeRozan,2023,17,0.429,0,1,0,3
DeMar DeRozan,2023,33,0.55,0,0.917,0,0
DeMar DeRozan,2023,24,0.583,0.5,0.9,0,4
DeMar DeRozan,2023,20,0.381,0.5,1,0,1
DeMar DeRozan,2023,9,0.182,0,1,2,5
DeMar DeRozan,2023,46,0.565,0,0.909,0,2
DeMar DeRozan,2023,20,0.778,0,1,1,5
DeMar DeRozan,2023,9,0.333,0,0.833,0,2
DeMar DeRozan,2023,33,0.538,0,0.833,0,3
DeMar DeRozan,2023,16,0.545,0,0.667,0,0
DeMar DeRozan,2023,28,0.733,0,0.857,1,0
DeMar DeRozan,2023,41,0.533,0.5,0.889,1,2
DeMar DeRozan,2023,28,0.458,1,1,0,2
DeMar DeRozan,2023,36,0.583,0.667,0.857,0,2
DeMar DeRozan,2023,30,0.444,0,0.75,0,2
DeMar DeRozan,2023,26,0.45,0,0.889,2,0
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,29,0.647,0,0.875,0,2
DeMar DeRozan,2023,16,0.267,,0.889,1,1
DeMar DeRozan,2023,18,0.333,,1,1,2
DeMar DeRozan,2023,27,0.524,0,0.833,0,5
DeMar DeRozan,2023,28,0.692,0.5,1,0,2
DeMar DeRozan,2023,34,0.476,,0.933,1,1
DeMar DeRozan,2023,32,0.444,0,0.941,0,2
DeMar DeRozan,2023,14,0.429,0,1,0,4
DeMar DeRozan,2023,29,0.526,0.5,0.778,1,1
DeMar DeRozan,2023,24,0.643,0,1,1,2
DeMar DeRozan,2023,28,0.522,0,0.667,2,1
DeMar DeRozan,2023,25,0.429,0.333,0.857,0,0
DeMar DeRozan,2023,31,0.611,,0.9,1,2
DeMar DeRozan,2023,42,0.6,,0.857,1,1
DeMar DeRozan,2023,22,0.474,0,0.8,0,2
DeMar DeRozan,2023,21,0.412,0,1,1,4
DeMar DeRozan,2023,44,0.5,0.333,0.833,1,1
DeMar DeRozan,2023,22,0.4,0,1,0,1
DeMar DeRozan,2023,12,0.308,0,0.8,0,2
DeMar DeRozan,2023,35,0.591,,0.9,0,2
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,13,0.667,,1,0,2
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,26,0.5,0,1,0,5
DeMar DeRozan,2023,26,0.524,0.5,0.75,0,1
DeMar DeRozan,2023,33,0.667,,1,1,1
DeMar DeRozan,2023,28,0.429,0,0.909,1,2
DeMar DeRozan,2023,32,0.786,1,0.833,0,3
DeMar DeRozan,2023,20,0.421,0,0.667,0,8
DeMar DeRozan,2023,15,0.333,0.4,0.833,0,4
DeMar DeRozan,2023,27,0.625,1,1,0,3
DeMar DeRozan,2023,19,0.471,0,1,0,2
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,14,0.385,0,0.571,1,3
DeMar DeRozan,2023,16,0.6,0.4,0.667,0,4
DeMar DeRozan,2023,19,0.4,0,1,0,3
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,17,0.471,0,1,0,1
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,29,0.733,,0.875,0,1
DeMar DeRozan,2023,13,0.455,,0.6,0,3
DeMar DeRozan,2023,21,0.438,,0.778,3,2
DeMar DeRozan,2023,31,0.722,1,0.571,0,0
DeMar DeRozan,2023,23,0.563,0.25,1,1,3
DeMar DeRozan,2023,17,0.375,0,0.833,1,2
DeMar DeRozan,2023,27,0.429,0.667,0.7,1,4
DeMar DeRozan,2023,33,0.5,0.667,0.818,0,2
DeMar DeRozan,2023,49,0.6,0.5,0.944,2,1
DeMar DeRozan,2023,24,0.667,0.5,1,0,0
DeMar DeRozan,2023,25,0.455,0,0.833,0,2
DeMar DeRozan,2023,4,0,0,1,1,1
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,17,0.538,1,0.5,0,2
DeMar DeRozan,2023,21,0.5,0.4,1,0,2
DeMar DeRozan,2023,22,0.6,0,0.667,0,3
DeMar DeRozan,2023,23,0.533,0.5,0.857,1,1
DeMar DeRozan,2023,31,0.423,0,1,1,0
DeMar DeRozan,2023,21,0.412,0.25,1,0,1
DeMar DeRozan,2023,8,0.25,0,1,0,3
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,,,,,,
DeMar DeRozan,2023,16,0.467,0.25,1,0,0
DeMarcus Cousins,2017,24,0.6,0,0.75,1,3
DeMarcus Cousins,2017,37,0.455,0.6,0.875,3,3
DeMarcus Cousins,2017,29,0.563,0,0.786,5,3
DeMarcus Cousins,2017,14,0.375,0.2,0.333,2,4
DeMarcus Cousins,2017,30,0.5,,0.778,1,4
DeMarcus Cousins,2017,33,0.6,0.333,0.889,1,2
DeMarcus Cousins,2017,15,0.417,0,0.833,0,2
DeMarcus Cousins,2017,22,0.333,0,0.727,5,0
DeMarcus Cousins,2017,28,0.55,0,0.75,1,2
DeMarcus Cousins,2017,28,0.4,0.5,0.625,3,4
DeMarcus Cousins,2017,33,0.545,0.429,0.667,2,3
DeMarcus Cousins,2017,26,0.438,0.25,0.786,3,3
DeMarcus Cousins,2017,38,0.414,0.286,0.857,4,4
DeMarcus Cousins,2017,19,0.318,0.5,0.667,2,2
DeMarcus Cousins,2017,36,0.5,0.6,0.833,2,2
DeMarcus Cousins,2017,32,0.545,0.556,0.6,0,4
DeMarcus Cousins,2017,37,0.542,0.8,0.778,2,1
DeMarcus Cousins,2017,36,0.471,0.167,0.3,4,5
DeMarcus Cousins,2017,28,0.385,0.286,0.75,3,2
DeMarcus Cousins,2017,36,0.29,0.4,0.875,5,2
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,24,0.625,1,0.667,2,2
DeMarcus Cousins,2017,28,0.36,0,0.833,3,3
DeMarcus Cousins,2017,16,0.318,0.167,0.333,3,3
DeMarcus Cousins,2017,31,0.545,0.667,0.714,2,8
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,22,0.35,0,1,0,2
DeMarcus Cousins,2017,33,0.5,0.333,0.7,0,2
DeMarcus Cousins,2017,55,0.607,0.625,0.941,1,5
DeMarcus Cousins,2017,21,0.278,0.333,0.769,1,3
DeMarcus Cousins,2017,32,0.542,0.5,0.6,2,5
DeMarcus Cousins,2017,30,0.5,0.5,0.889,2,5
DeMarcus Cousins,2017,28,0.421,0.5,0.9,1,2
DeMarcus Cousins,2017,26,0.389,0,0.923,2,5
DeMarcus Cousins,2017,31,0.4,0.429,1,0,0
DeMarcus Cousins,2017,13,0.267,0,0.625,0,1
DeMarcus Cousins,2017,25,0.474,0.375,0.667,2,4
DeMarcus Cousins,2017,17,0.364,0.333,0.889,0,7
DeMarcus Cousins,2017,24,0.571,0.8,0.571,4,3
DeMarcus Cousins,2017,26,0.563,0.2,0.778,0,6
DeMarcus Cousins,2017,31,0.4,0.167,0.824,6,6
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,25,0.368,0.5,0.714,1,9
DeMarcus Cousins,2017,19,0.455,0.667,0.7,1,4
DeMarcus Cousins,2017,42,0.571,0.286,0.889,2,2
DeMarcus Cousins,2017,22,0.381,0.333,0.625,2,6
DeMarcus Cousins,2017,28,0.367,0,0.667,2,2
DeMarcus Cousins,2017,26,0.5,0.25,0.643,3,6
DeMarcus Cousins,2017,35,0.591,1,0.778,7,2
DeMarcus Cousins,2017,46,0.688,0.667,0.909,4,8
DeMarcus Cousins,2017,16,0.313,0.25,0.714,1,2
DeMarcus Cousins,2017,22,0.375,0.429,0.778,1,5
DeMarcus Cousins,2017,32,0.433,0,1,3,7
DeMarcus Cousins,2017,18,0.313,0.333,0.833,2,2
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,22,0.353,0.25,0.615,2,9
DeMarcus Cousins,2017,28,0.5,0,0.875,2,7
DeMarcus Cousins,2017,40,0.542,0.286,0.632,2,6
DeMarcus Cousins,2017,13,0.429,0.333,0,0,3
DeMarcus Cousins,2017,27,0.579,0.2,0.8,3,1
DeMarcus Cousins,2017,12,0.333,0.4,0.5,3,7
DeMarcus Cousins,2017,31,0.533,0,1,2,1
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,19,0.389,0.167,0.8,4,6
DeMarcus Cousins,2017,26,0.429,0.6,0.833,4,4
DeMarcus Cousins,2017,15,0.333,0.25,1,0,4
DeMarcus Cousins,2017,25,0.348,0.375,0.857,2,5
DeMarcus Cousins,2017,11,0.364,0.5,0.4,0,6
DeMarcus Cousins,2017,22,0.409,0,0.4,1,0
DeMarcus Cousins,2017,19,0.471,0.667,0.333,1,4
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,15,0.5,0.2,,1,4
DeMarcus Cousins,2017,41,0.519,0.556,0.889,4,2
DeMarcus Cousins,2017,29,0.4,0.556,0.8,2,3
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,29,0.474,0.2,0.833,2,1
DeMarcus Cousins,2017,37,0.571,0.625,0.727,2,5
DeMarcus Cousins,2017,26,0.5,0.333,1,1,7
DeMarcus Cousins,2017,30,0.455,0.375,0.875,5,2
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
DeMarcus Cousins,2017,,,,,,
Deron Williams,2012,23,0.364,0.333,1,3,4
Deron Williams,2012,10,0.273,0.667,1,1,6
Deron Williams,2012,10,0.167,0,0.75,0,6
Deron Williams,2012,23,0.5,0.333,1,0,2
Deron Williams,2012,16,0.375,0.25,0.75,1,6
Deron Williams,2012,22,0.429,0.143,0.818,1,2
Deron Williams,2012,,,,,,
Deron Williams,2012,24,0.333,0.25,0.846,0,4
Deron Williams,2012,10,0.25,0.286,0,1,5
Deron Williams,2012,15,0.353,0.25,1,0,6
Deron Williams,2012,16,0.429,0.6,0.5,0,5
Deron Williams,2012,35,0.611,0.667,0.875,0,2
Deron Williams,2012,16,0.2,0.25,0.9,0,5
Deron Williams,2012,14,0.357,0.4,0.5,0,3
Deron Williams,2012,24,0.462,0.444,1,2,4
Deron Williams,2012,14,0.278,0,1,0,3
Deron Williams,2012,19,0.471,0.2,1,1,6
Deron Williams,2012,16,0.5,0,1,0,4
Deron Williams,2012,34,0.5,0.429,0.75,1,5
Deron Williams,2012,27,0.5,0.556,0.8,0,6
Deron Williams,2012,,,,,,
Deron Williams,2012,24,0.4,0.3,0.833,1,3
Deron Williams,2012,34,0.5,0.444,0.833,0,6
Deron Williams,2012,26,0.571,0.2,0.5,1,5
Deron Williams,2012,12,0.278,0,1,0,6
Deron Williams,2012,21,0.368,0.429,1,1,3
Deron Williams,2012,25,0.5,0,0.9,0,3
Deron Williams,2012,34,0.476,0.667,0.889,0,2
Deron Williams,2012,14,0.4,0,0.857,0,2
Deron Williams,2012,27,0.391,0.25,0.875,0,4
