Player,Highest Points,Lowest Points,Avg Points,Highest Field Goals,Lowest Field Goals,Avg Field Goals,Highest FG Attempts,Lowest FG Attempts,Avg FG Attempts,Highest FG%,Lowest FG%,Avg FG%,Highest Three Pointers,Lowest Three Pointers,Avg Three Pointers,Highest 3P Attempts,Lowest 3P Attempts,Avg 3P Attempts,Highest 3P%,Lowest 3P%,Avg 3P%,Highest Free Throws,Lowest Free Throws,Avg Free Throws,Highest FT Attempts,Lowest FT Attempts,Avg FT Attempts,Highest FT%,Lowest FT%,Avg FT%,Highest ORB,Lowest ORB,Avg ORB,Highest DRB,Lowest DRB,Avg DRB,Highest TRB,Lowest TRB,Avg TRB,Highest Assists,Lowest Assists,Avg Assists,Highest Blocks,Lowest Blocks,Avg Blocks,Highest Steals,Lowest Steals,Avg Steals,Highest Turnovers,Lowest Turnovers,Avg Turnovers,Highest Personal Fouls,Lowest Personal Fouls,Avg Personal Fouls
Darius Garland,41.0,9.0,21.66176470588235,14.0,3.0,7.970588235294118,27.0,7.0,17.25,0.8,0.235,0.4682647058823529,5.0,0.0,2.5588235294117645,13.0,3.0,6.676470588235294,1.0,0.0,0.39382352941176474,15.0,0.0,3.161764705882353,16.0,0.0,3.5441176470588234,1.0,0.5,0.8925892857142859,3.0,0.0,0.5735294117647058,10.0,0.0,2.7205882352941178,10.0,0.0,3.2941176470588234,19.0,1.0,8.573529411764707,1.0,0.0,0.10294117647058823,4.0,0.0,1.3088235294117647,8.0,0.0,3.6470588235294117,6.0,0.0,1.6911764705882353
David Lee,31.0,6.0,18.468354430379748,14.0,2.0,7.620253164556962,22.0,8.0,14.683544303797468,0.867,0.125,0.5190379746835444,0.0,0.0,0.0,1.0,0.0,0.05063291139240506,0.0,0.0,0.0,11.0,0.0,3.2278481012658227,12.0,0.0,4.050632911392405,1.0,0.333,0.8021971830985916,7.0,0.0,2.759493670886076,17.0,3.0,8.455696202531646,22.0,5.0,11.215189873417721,11.0,0.0,3.5316455696202533,2.0,0.0,0.27848101265822783,4.0,0.0,0.8481012658227848,6.0,0.0,2.6202531645569622,6.0,0.0,3.1139240506329116
David Robinson,34.0,0.0,14.3875,14.0,0.0,5.0,18.0,3.0,10.2875,1.0,0.0,0.49210000000000004,0.0,0.0,0.0,1.0,0.0,0.0125,0.0,0.0,0.0,14.0,0.0,4.3875,19.0,0.0,5.875,1.0,0.25,0.7501066666666667,7.0,0.0,2.6,17.0,1.0,6.0375,22.0,1.0,8.6375,5.0,0.0,1.45,8.0,0.0,2.4625,5.0,0.0,1.0,6.0,0.0,1.525,6.0,0.0,2.65
David West,40.0,9.0,20.960526315789473,15.0,3.0,8.026315789473685,27.0,7.0,17.0,0.778,0.231,0.47024999999999995,2.0,0.0,0.07894736842105263,2.0,0.0,0.32894736842105265,1.0,0.0,0.21739130434782608,13.0,0.0,4.828947368421052,14.0,0.0,5.4605263157894735,1.0,0.0,0.8766388888888889,8.0,0.0,2.1052631578947367,17.0,1.0,6.394736842105263,20.0,1.0,8.5,6.0,0.0,2.276315789473684,4.0,0.0,0.8947368421052632,2.0,0.0,0.6447368421052632,6.0,0.0,2.1447368421052633,6.0,0.0,2.723684210526316
De'Aaron Fox,42.0,8.0,25.013698630136986,17.0,2.0,9.342465753424657,27.0,4.0,18.232876712328768,0.733,0.313,0.5124520547945206,6.0,0.0,1.63013698630137,12.0,1.0,5.027397260273973,1.0,0.0,0.30672602739726024,12.0,0.0,4.698630136986301,14.0,0.0,6.027397260273973,1.0,0.0,0.7790714285714286,3.0,0.0,0.547945205479452,11.0,0.0,3.643835616438356,13.0,0.0,4.191780821917808,13.0,1.0,6.123287671232877,3.0,0.0,0.3150684931506849,5.0,0.0,1.1369863013698631,8.0,0.0,2.4794520547945207,5.0,0.0,2.356164383561644
DeAndre Jordan,29.0,4.0,12.703703703703704,12.0,1.0,5.08641975308642,15.0,1.0,7.1234567901234565,1.0,0.286,0.721185185185185,0.0,0.0,0.0,1.0,0.0,0.024691358024691357,0.0,0.0,0.0,12.0,0.0,2.5308641975308643,18.0,0.0,5.246913580246914,1.0,0.0,0.4800138888888889,9.0,0.0,3.6790123456790123,20.0,3.0,10.074074074074074,25.0,5.0,13.753086419753087,6.0,0.0,1.1851851851851851,4.0,0.0,1.654320987654321,4.0,0.0,0.6296296296296297,5.0,0.0,1.4197530864197532,5.0,0.0,2.617283950617284
Dejounte Murray,33.0,6.0,21.147058823529413,14.0,2.0,8.426470588235293,26.0,9.0,18.25,0.714,0.167,0.4590882352941176,6.0,0.0,1.411764705882353,9.0,0.0,4.323529411764706,1.0,0.0,0.2842089552238806,9.0,0.0,2.8823529411764706,12.0,0.0,3.6323529411764706,1.0,0.0,0.7765740740740741,5.0,0.0,1.1764705882352942,12.0,1.0,7.102941176470588,14.0,1.0,8.279411764705882,15.0,3.0,9.220588235294118,2.0,0.0,0.3382352941176471,5.0,0.0,2.0294117647058822,6.0,0.0,2.6470588235294117,5.0,0.0,2.0294117647058822
DeMar DeRozan,49.0,4.0,24.54054054054054,16.0,0.0,8.878378378378379,32.0,6.0,17.60810810810811,0.786,0.0,0.4984729729729729,5.0,0.0,0.6216216216216216,6.0,0.0,1.9189189189189189,1.0,0.0,0.2423606557377049,20.0,1.0,6.162162162162162,22.0,1.0,7.0675675675675675,1.0,0.5,0.8772297297297296,3.0,0.0,0.4594594594594595,12.0,0.0,4.175675675675675,14.0,0.0,4.635135135135135,10.0,1.0,5.094594594594595,2.0,0.0,0.4864864864864865,4.0,0.0,1.1216216216216217,8.0,0.0,2.0675675675675675,5.0,0.0,2.5135135135135136
DeMarcus Cousins,55.0,11.0,26.97222222222222,17.0,3.0,8.98611111111111,34.0,9.0,19.88888888888889,0.688,0.267,0.4514027777777778,5.0,0.0,1.8194444444444444,10.0,0.0,5.041666666666667,1.0,0.0,0.344,20.0,0.0,7.180555555555555,22.0,0.0,9.305555555555555,1.0,0.0,0.7394507042253522,7.0,0.0,2.111111111111111,20.0,2.0,8.916666666666666,24.0,4.0,11.027777777777779,12.0,0.0,4.611111111111111,5.0,0.0,1.2916666666666667,5.0,0.0,1.3888888888888888,9.0,0.0,3.736111111111111,6.0,0.0,3.861111111111111
Deron Williams,57.0,7.0,20.98181818181818,16.0,2.0,7.109090909090909,29.0,8.0,17.472727272727273,0.611,0.154,0.39923636363636367,8.0,0.0,2.090909090909091,14.0,3.0,6.218181818181818,0.667,0.0,0.2968545454545455,21.0,0.0,4.672727272727273,21.0,0.0,5.545454545454546,1.0,0.0,0.8126792452830189,3.0,0.0,0.41818181818181815,8.0,0.0,2.909090909090909,9.0,0.0,3.327272727272727,20.0,1.0,8.745454545454546,2.0,0.0,0.36363636363636365,4.0,0.0,1.2181818181818183,7.0,1.0,3.981818181818182,6.0,0.0,2.2
Derrick Rose,35.0,2.0,21.846153846153847,14.0,1.0,7.743589743589744,29.0,3.0,17.82051282051282,0.692,0.077,0.4432820512820513,4.0,0.0,1.3846153846153846,8.0,1.0,4.435897435897436,0.75,0.0,0.2687692307692308,14.0,0.0,4.9743589743589745,15.0,0.0,6.128205128205129,1.0,0.0,0.7838823529411765,3.0,0.0,0.6666666666666666,7.0,0.0,2.6923076923076925,8.0,0.0,3.358974358974359,16.0,0.0,7.871794871794871,3.0,0.0,0.717948717948718,3.0,0.0,0.8974358974358975,8.0,0.0,3.051282051282051,5.0,0.0,1.3333333333333333
Devin Booker,49.0,10.0,26.794117647058822,18.0,3.0,9.735294117647058,35.0,9.0,20.897058823529413,0.667,0.2,0.46239705882352944,6.0,0.0,2.6911764705882355,13.0,2.0,7.029411764705882,0.667,0.0,0.3727205882352941,15.0,0.0,4.632352941176471,17.0,0.0,5.338235294117647,1.0,0.0,0.8546349206349206,3.0,0.0,0.6617647058823529,11.0,0.0,4.367647058823529,12.0,0.0,5.029411764705882,12.0,0.0,4.838235294117647,2.0,0.0,0.38235294117647056,6.0,0.0,1.1323529411764706,6.0,0.0,2.3823529411764706,6.0,0.0,2.6470588235294117
Devin Harris,47.0,1.0,21.304347826086957,14.0,0.0,6.594202898550725,25.0,3.0,15.057971014492754,0.833,0.0,0.42747826086956525,5.0,0.0,0.927536231884058,9.0,0.0,3.1884057971014492,0.667,0.0,0.24320634920634923,20.0,1.0,7.188405797101449,24.0,2.0,8.768115942028986,1.0,0.375,0.8237826086956521,3.0,0.0,0.43478260869565216,8.0,0.0,2.9130434782608696,8.0,0.0,3.347826086956522,14.0,1.0,6.898550724637682,1.0,0.0,0.18840579710144928,4.0,0.0,1.6521739130434783,8.0,0.0,3.072463768115942,5.0,0.0,2.3768115942028984
Dikembe Mutombo,24.0,2.0,11.5,10.0,1.0,4.0125,15.0,2.0,8.0125,1.0,0.143,0.5094999999999998,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,0.0,3.475,14.0,0.0,4.55,1.0,0.0,0.7709324324324325,8.0,0.0,3.175,16.0,1.0,7.6125,20.0,3.0,10.7875,5.0,0.0,1.0375,10.0,0.0,2.375,3.0,0.0,0.3625,5.0,0.0,1.95,6.0,0.0,3.0
Dirk Nowitzki,30.0,0.0,7.313725490196078,11.0,0.0,2.6470588235294117,31.0,0.0,7.372549019607843,1.0,0.0,0.3592,5.0,0.0,1.2549019607843137,14.0,0.0,4.019607843137255,1.0,0.0,0.30416,4.0,0.0,0.7647058823529411,7.0,0.0,0.9803921568627451,1.0,0.0,0.8208571428571428,1.0,0.0,0.09803921568627451,12.0,0.0,3.0,13.0,0.0,3.0980392156862746,3.0,0.0,0.6862745098039216,2.0,0.0,0.35294117647058826,2.0,0.0,0.17647058823529413,2.0,0.0,0.35294117647058826,4.0,0.0,1.4901960784313726
Domantas Sabonis,34.0,9.0,19.11392405063291,15.0,2.0,7.30379746835443,23.0,4.0,11.873417721518987,1.0,0.333,0.6228987341772151,2.0,0.0,0.3924050632911392,3.0,0.0,1.0506329113924051,1.0,0.0,0.3813559322033898,11.0,0.0,4.113924050632911,14.0,0.0,5.544303797468355,1.0,0.333,0.7522162162162163,10.0,0.0,3.1772151898734178,18.0,3.0,9.139240506329115,23.0,4.0,12.316455696202532,16.0,1.0,7.253164556962025,4.0,0.0,0.4936708860759494,3.0,0.0,0.8227848101265823,9.0,0.0,2.911392405063291,6.0,0.0,3.5316455696202533
Donovan Mitchell,71.0,6.0,28.264705882352942,22.0,2.0,9.985294117647058,34.0,9.0,20.61764705882353,0.696,0.182,0.4768235294117647,8.0,0.0,3.6029411764705883,18.0,3.0,9.338235294117647,0.8,0.0,0.37272058823529414,20.0,0.0,4.6911764705882355,25.0,0.0,5.411764705882353,1.0,0.25,0.8671904761904762,4.0,0.0,0.9264705882352942,10.0,0.0,3.323529411764706,11.0,0.0,4.25,12.0,0.0,4.426470588235294,2.0,0.0,0.39705882352941174,4.0,0.0,1.4558823529411764,7.0,0.0,2.6470588235294117,5.0,0.0,2.4705882352941178
Draymond Green,25.0,0.0,11.042857142857143,10.0,0.0,4.014285714285714,20.0,2.0,8.842857142857143,1.0,0.0,0.45635714285714285,4.0,0.0,1.1,11.0,0.0,3.657142857142857,1.0,0.0,0.29205882352941187,7.0,0.0,1.9142857142857144,8.0,0.0,2.4714285714285715,1.0,0.0,0.7689411764705882,7.0,0.0,1.0714285714285714,13.0,0.0,6.571428571428571,16.0,0.0,7.642857142857143,16.0,0.0,7.257142857142857,6.0,0.0,1.3,4.0,0.0,1.3571428571428572,7.0,0.0,2.8857142857142857,5.0,0.0,2.642857142857143
Dwight Howard,35.0,2.0,18.267605633802816,14.0,1.0,6.661971830985915,22.0,4.0,11.267605633802816,1.0,0.2,0.5911549295774647,1.0,0.0,0.028169014084507043,1.0,0.0,0.09859154929577464,1.0,0.0,0.2857142857142857,17.0,0.0,4.915492957746479,25.0,0.0,8.985915492957746,1.0,0.143,0.5514571428571428,8.0,0.0,3.2535211267605635,20.0,4.0,8.943661971830986,26.0,4.0,12.19718309859155,7.0,0.0,1.8450704225352113,6.0,0.0,1.8028169014084507,4.0,0.0,0.8450704225352113,8.0,0.0,3.2253521126760565,5.0,0.0,3.380281690140845
Dwyane Wade,35.0,2.0,15.041666666666666,13.0,0.0,5.777777777777778,28.0,6.0,13.333333333333334,0.714,0.0,0.42774999999999996,5.0,0.0,1.1944444444444444,13.0,0.0,3.625,1.0,0.0,0.28044117647058825,7.0,0.0,2.2916666666666665,8.0,0.0,3.236111111111111,1.0,0.0,0.6809333333333334,5.0,0.0,0.9583333333333334,10.0,0.0,3.0,11.0,0.0,3.9583333333333335,10.0,0.0,4.180555555555555,2.0,0.0,0.5277777777777778,4.0,0.0,0.8194444444444444,5.0,0.0,2.3055555555555554,5.0,0.0,1.6388888888888888
Eddie Jones,34.0,4.0,20.083333333333332,13.0,2.0,6.638888888888889,24.0,6.0,15.541666666666666,0.75,0.133,0.4271388888888889,7.0,0.0,1.7777777777777777,12.0,1.0,4.736111111111111,1.0,0.0,0.36725,12.0,0.0,5.027777777777778,14.0,0.0,5.819444444444445,1.0,0.5,0.87075,4.0,0.0,1.125,8.0,0.0,3.638888888888889,9.0,0.0,4.763888888888889,12.0,0.0,4.236111111111111,3.0,0.0,0.6805555555555556,9.0,0.0,2.6666666666666665,7.0,0.0,2.2222222222222223,6.0,0.0,2.4444444444444446
Elton Brand,44.0,11.0,24.72151898734177,17.0,4.0,9.569620253164556,26.0,12.0,18.164556962025316,0.778,0.267,0.5238860759493671,1.0,0.0,0.012658227848101266,1.0,0.0,0.0379746835443038,1.0,0.0,0.3333333333333333,15.0,0.0,5.569620253164557,17.0,0.0,7.189873417721519,1.0,0.333,0.7530519480519481,9.0,0.0,2.9873417721518987,12.0,2.0,7.012658227848101,20.0,2.0,10.0,8.0,0.0,2.632911392405063,7.0,0.0,2.5443037974683542,5.0,0.0,1.0253164556962024,6.0,0.0,2.189873417721519,5.0,0.0,2.8734177215189876
Fred VanVleet,37.0,5.0,20.307692307692307,13.0,2.0,6.8,27.0,4.0,16.876923076923077,0.647,0.19,0.40415384615384614,8.0,1.0,3.723076923076923,17.0,2.0,9.876923076923077,0.857,0.111,0.37770769230769236,11.0,0.0,2.9846153846153847,11.0,0.0,3.4153846153846152,1.0,0.0,0.8756730769230768,4.0,0.0,0.676923076923077,9.0,0.0,3.769230769230769,10.0,0.0,4.446153846153846,17.0,2.0,6.676923076923077,2.0,0.0,0.5384615384615384,6.0,0.0,1.7076923076923076,8.0,0.0,2.6153846153846154,5.0,0.0,2.4923076923076923
Gary Payton,40.0,6.0,20.425,19.0,3.0,8.3125,30.0,8.0,18.325,0.769,0.188,0.4591,3.0,0.0,0.675,6.0,0.0,2.275,1.0,0.0,0.28983783783783784,11.0,0.0,3.125,13.0,0.0,4.4,1.0,0.25,0.7540555555555555,4.0,0.0,0.9875,11.0,0.0,3.1875,12.0,0.0,4.175,18.0,2.0,8.2875,2.0,0.0,0.25,5.0,0.0,1.6625,6.0,0.0,2.3375,5.0,0.0,2.2625
Gerald Wallace,38.0,5.0,18.236842105263158,12.0,1.0,6.0,22.0,5.0,12.407894736842104,0.9,0.111,0.47732894736842096,4.0,0.0,0.6842105263157895,7.0,0.0,1.8421052631578947,1.0,0.0,0.3389032258064516,13.0,0.0,5.552631578947368,16.0,0.0,7.157894736842105,1.0,0.4,0.7835890410958903,7.0,0.0,1.9736842105263157,17.0,0.0,8.052631578947368,20.0,1.0,10.026315789473685,5.0,0.0,2.1184210526315788,5.0,0.0,1.0921052631578947,4.0,0.0,1.5394736842105263,5.0,0.0,2.3421052631578947,6.0,0.0,2.5526315789473686
Giannis Antetokounmpo,55.0,2.0,31.095238095238095,21.0,1.0,11.222222222222221,39.0,4.0,20.285714285714285,1.0,0.25,0.5510317460317461,3.0,0.0,0.746031746031746,8.0,0.0,2.7142857142857144,1.0,0.0,0.2934821428571429,17.0,0.0,7.904761904761905,24.0,0.0,12.253968253968255,0.938,0.25,0.6360983606557377,7.0,0.0,2.1746031746031744,19.0,2.0,9.603174603174603,22.0,4.0,11.777777777777779,13.0,0.0,5.698412698412699,3.0,0.0,0.8095238095238095,5.0,0.0,0.8253968253968254,12.0,0.0,3.9047619047619047,6.0,0.0,3.126984126984127
Gilbert Arenas,60.0,0.0,28.445945945945947,21.0,0.0,8.743243243243244,37.0,0.0,20.91891891891892,0.7,0.083,0.41183561643835614,7.0,0.0,2.77027027027027,15.0,0.0,7.891891891891892,1.0,0.0,0.3547260273972603,21.0,0.0,8.18918918918919,27.0,0.0,9.702702702702704,1.0,0.0,0.8263194444444444,4.0,0.0,0.8243243243243243,8.0,0.0,3.7432432432432434,11.0,0.0,4.5675675675675675,13.0,0.0,5.986486486486487,2.0,0.0,0.17567567567567569,7.0,0.0,1.8783783783783783,9.0,0.0,3.189189189189189,6.0,0.0,3.364864864864865
Glenn Robinson,45.0,6.0,22.026315789473685,18.0,2.0,9.0,31.0,9.0,19.210526315789473,0.778,0.176,0.4659342105263158,3.0,0.0,0.7236842105263158,6.0,0.0,2.4210526315789473,1.0,0.0,0.2652361111111111,9.0,0.0,3.3026315789473686,13.0,0.0,4.026315789473684,1.0,0.0,0.8260597014925374,8.0,0.0,1.631578947368421,11.0,1.0,5.2894736842105265,15.0,1.0,6.921052631578948,8.0,0.0,3.3157894736842106,4.0,0.0,0.8157894736842105,5.0,0.0,1.131578947368421,7.0,0.0,2.8815789473684212,6.0,0.0,2.513157894736842
Goran Dragic,33.0,4.0,17.28,13.0,1.0,6.453333333333333,23.0,5.0,14.333333333333334,0.7,0.091,0.44114666666666674,5.0,0.0,1.48,8.0,1.0,4.0,1.0,0.0,0.3552933333333333,10.0,0.0,2.8933333333333335,10.0,0.0,3.6133333333333333,1.0,0.25,0.7981875,3.0,0.0,0.72,9.0,1.0,3.36,12.0,1.0,4.08,13.0,1.0,4.786666666666667,2.0,0.0,0.16,3.0,0.0,0.84,6.0,0.0,2.2133333333333334,6.0,0.0,2.4
Gordon Hayward,39.0,6.0,21.931506849315067,16.0,2.0,7.465753424657534,27.0,9.0,15.835616438356164,0.833,0.167,0.4667534246575343,4.0,0.0,2.041095890410959,10.0,1.0,5.123287671232877,1.0,0.0,0.39595890410958906,14.0,0.0,4.958904109589041,15.0,0.0,5.876712328767123,1.0,0.0,0.8305070422535211,3.0,0.0,0.6712328767123288,11.0,0.0,4.726027397260274,12.0,1.0,5.397260273972603,8.0,0.0,3.452054794520548,3.0,0.0,0.273972602739726,4.0,0.0,1.0,7.0,0.0,1.917808219178082,3.0,0.0,1.6027397260273972
Grant Hill,39.0,8.0,19.65671641791045,13.0,3.0,7.7164179104477615,27.0,6.0,15.149253731343284,0.818,0.214,0.5109253731343284,2.0,0.0,0.04477611940298507,2.0,0.0,0.19402985074626866,1.0,0.0,0.2,15.0,0.0,4.17910447761194,16.0,0.0,5.08955223880597,1.0,0.0,0.7954406779661016,5.0,0.0,1.1492537313432836,8.0,0.0,3.5970149253731343,12.0,0.0,4.746268656716418,9.0,0.0,3.283582089552239,3.0,0.0,0.417910447761194,5.0,0.0,1.4477611940298507,7.0,0.0,2.4029850746268657,6.0,0.0,2.1492537313432836
Isaiah Thomas,52.0,13.0,28.93421052631579,15.0,3.0,8.973684210526315,29.0,11.0,19.38157894736842,0.667,0.19,0.46386842105263143,9.0,0.0,3.223684210526316,15.0,2.0,8.5,0.7,0.0,0.3747631578947368,17.0,0.0,7.7631578947368425,17.0,0.0,8.539473684210526,1.0,0.333,0.9108219178082191,3.0,0.0,0.5657894736842105,6.0,0.0,2.1315789473684212,7.0,0.0,2.6973684210526314,15.0,0.0,5.894736842105263,1.0,0.0,0.17105263157894737,3.0,0.0,0.9210526315789473,7.0,0.0,2.763157894736842,5.0,0.0,2.1973684210526314
Ja Morant,49.0,6.0,26.16393442622951,17.0,3.0,9.278688524590164,29.0,8.0,19.901639344262296,0.667,0.188,0.4667868852459016,5.0,0.0,1.5081967213114753,12.0,1.0,4.918032786885246,0.833,0.0,0.27778688524590167,15.0,0.0,6.098360655737705,18.0,0.0,8.147540983606557,1.0,0.0,0.74105,3.0,0.0,1.0,10.0,1.0,4.852459016393443,13.0,1.0,5.852459016393443,17.0,2.0,8.081967213114755,2.0,0.0,0.26229508196721313,3.0,0.0,1.0819672131147542,8.0,0.0,3.377049180327869,5.0,0.0,1.639344262295082
Jamaal Magloire,27.0,0.0,13.646341463414634,9.0,0.0,4.670731707317073,21.0,1.0,9.865853658536585,0.75,0.0,0.4563780487804878,0.0,0.0,0.0,1.0,0.0,0.012195121951219513,0.0,0.0,0.0,15.0,0.0,4.304878048780488,20.0,0.0,5.7317073170731705,1.0,0.0,0.7322432432432432,9.0,0.0,3.268292682926829,16.0,0.0,7.060975609756097,21.0,2.0,10.329268292682928,4.0,0.0,1.048780487804878,4.0,0.0,1.2317073170731707,4.0,0.0,0.524390243902439,8.0,0.0,2.451219512195122,6.0,0.0,3.3902439024390243
Jamal Mashburn,50.0,4.0,21.609756097560975,17.0,2.0,8.170731707317072,33.0,8.0,19.341463414634145,0.706,0.176,0.42019512195121955,5.0,0.0,1.451219512195122,10.0,0.0,3.731707317073171,1.0,0.0,0.3788148148148148,12.0,0.0,3.817073170731707,14.0,0.0,4.5,1.0,0.0,0.8369480519480519,4.0,0.0,0.8048780487804879,14.0,1.0,5.2682926829268295,15.0,1.0,6.073170731707317,13.0,1.0,5.634146341463414,2.0,0.0,0.2073170731707317,4.0,0.0,1.0121951219512195,7.0,0.0,2.8048780487804876,5.0,0.0,2.3902439024390243
James Harden,44.0,0.0,24.613636363636363,14.0,0.0,7.7727272727272725,30.0,1.0,16.681818181818183,0.75,0.0,0.4599772727272727,6.0,0.0,2.75,13.0,1.0,7.590909090909091,0.75,0.0,0.3383409090909091,14.0,0.0,6.318181818181818,16.0,0.0,7.340909090909091,1.0,0.0,0.8414761904761906,4.0,0.0,0.7954545454545454,14.0,1.0,7.113636363636363,14.0,1.0,7.909090909090909,17.0,3.0,10.795454545454545,5.0,0.0,0.75,4.0,0.0,1.2045454545454546,9.0,0.0,4.0227272727272725,6.0,0.0,2.25
Jaren Jackson Jr.,40.0,4.0,18.61904761904762,14.0,1.0,6.603174603174603,28.0,2.0,13.047619047619047,0.857,0.167,0.5087142857142858,5.0,0.0,1.5873015873015872,10.0,1.0,4.476190476190476,1.0,0.0,0.3781428571428571,11.0,0.0,3.8253968253968256,12.0,0.0,4.857142857142857,1.0,0.0,0.7692280701754387,5.0,0.0,1.7142857142857142,10.0,0.0,5.0476190476190474,12.0,2.0,6.761904761904762,3.0,0.0,0.9523809523809523,8.0,0.0,3.0,5.0,0.0,1.0317460317460319,5.0,0.0,1.6984126984126984,6.0,0.0,3.6031746031746033
Jarrett Allen,29.0,4.0,16.142857142857142,13.0,2.0,6.589285714285714,20.0,3.0,9.732142857142858,1.0,0.286,0.6884285714285714,1.0,0.0,0.017857142857142856,1.0,0.0,0.17857142857142858,1.0,0.0,0.1,9.0,0.0,2.9464285714285716,10.0,0.0,4.160714285714286,1.0,0.0,0.7237924528301888,11.0,0.0,3.4285714285714284,14.0,2.0,7.321428571428571,22.0,2.0,10.75,4.0,0.0,1.6428571428571428,5.0,0.0,1.3392857142857142,3.0,0.0,0.7857142857142857,4.0,0.0,1.6785714285714286,4.0,0.0,1.7321428571428572
Jason Kidd,26.0,0.0,10.3,10.0,0.0,3.55,21.0,1.0,8.3875,1.0,0.0,0.42225,6.0,0.0,2.2,11.0,1.0,5.175,1.0,0.0,0.4380625,8.0,0.0,1.0,9.0,0.0,1.2375,1.0,0.0,0.7897837837837838,3.0,0.0,0.6,13.0,0.0,4.9625,16.0,0.0,5.5625,17.0,2.0,9.05,3.0,0.0,0.4375,7.0,0.0,1.8125,7.0,0.0,2.4375,5.0,0.0,1.775
Jaylen Brown,43.0,4.0,26.62686567164179,18.0,2.0,10.134328358208956,29.0,9.0,20.64179104477612,0.733,0.222,0.49011940298507456,7.0,0.0,2.4328358208955225,15.0,3.0,7.268656716417911,0.75,0.0,0.32564179104477614,9.0,0.0,3.925373134328358,12.0,0.0,5.134328358208955,1.0,0.0,0.770515625,5.0,0.0,1.164179104477612,14.0,1.0,5.686567164179104,15.0,1.0,6.850746268656716,9.0,0.0,3.462686567164179,4.0,0.0,0.3880597014925373,4.0,0.0,1.1194029850746268,7.0,0.0,2.9402985074626864,5.0,0.0,2.5671641791044775
Jayson Tatum,51.0,12.0,30.06756756756757,15.0,3.0,9.824324324324325,30.0,12.0,21.06756756756757,0.706,0.188,0.46463513513513516,8.0,0.0,3.2432432432432434,17.0,4.0,9.27027027027027,0.8,0.0,0.3367027027027027,17.0,0.0,7.175675675675675,20.0,0.0,8.405405405405405,1.0,0.333,0.8536986301369863,3.0,0.0,1.054054054054054,17.0,1.0,7.716216216216216,19.0,1.0,8.77027027027027,10.0,1.0,4.621621621621622,4.0,0.0,0.6891891891891891,4.0,0.0,1.054054054054054,9.0,0.0,2.8783783783783785,5.0,0.0,2.1621621621621623
Jeff Teague,28.0,3.0,15.917808219178083,10.0,0.0,5.589041095890411,23.0,4.0,12.150684931506849,0.727,0.0,0.45293150684931505,3.0,0.0,0.9726027397260274,7.0,0.0,2.835616438356164,1.0,0.0,0.35851470588235296,12.0,0.0,3.767123287671233,14.0,0.0,4.36986301369863,1.0,0.5,0.8831016949152543,2.0,0.0,0.410958904109589,7.0,0.0,2.1095890410958904,8.0,0.0,2.5205479452054793,15.0,2.0,7.027397260273973,3.0,0.0,0.4246575342465753,4.0,0.0,1.7123287671232876,6.0,0.0,2.808219178082192,5.0,0.0,1.904109589041096
Jermaine O'Neal,39.0,6.0,19.405797101449274,15.0,2.0,7.217391304347826,24.0,9.0,16.536231884057973,0.714,0.154,0.43314492753623185,0.0,0.0,0.0,1.0,0.0,0.10144927536231885,0.0,0.0,0.0,13.0,0.0,4.971014492753623,16.0,0.0,6.478260869565218,1.0,0.143,0.7708437499999999,6.0,0.0,2.217391304347826,15.0,2.0,7.36231884057971,17.0,2.0,9.579710144927537,7.0,0.0,2.420289855072464,8.0,0.0,2.63768115942029,3.0,0.0,0.7246376811594203,8.0,0.0,2.9420289855072466,6.0,0.0,3.36231884057971
Jerry Stackhouse,57.0,11.0,29.75,21.0,4.0,9.675,36.0,12.0,24.0875,0.722,0.174,0.40256250000000005,6.0,0.0,2.075,13.0,0.0,5.9125,0.75,0.0,0.3430506329113924,18.0,0.0,8.325,20.0,0.0,10.125,1.0,0.0,0.8040128205128204,4.0,0.0,1.2375,8.0,0.0,2.7,12.0,0.0,3.9375,11.0,1.0,5.125,4.0,0.0,0.675,5.0,0.0,1.2125,11.0,0.0,4.075,6.0,0.0,2.0
Jimmy Butler,37.0,4.0,21.385964912280702,15.0,1.0,6.982456140350878,25.0,3.0,14.543859649122806,0.875,0.091,0.4736666666666667,3.0,0.0,0.47368421052631576,8.0,0.0,2.0350877192982457,1.0,0.0,0.1916808510638298,16.0,2.0,6.947368421052632,17.0,2.0,7.982456140350878,1.0,0.5,0.8833508771929824,6.0,0.0,1.7894736842105263,10.0,0.0,4.105263157894737,14.0,0.0,5.894736842105263,15.0,1.0,5.473684210526316,2.0,0.0,0.47368421052631576,5.0,0.0,1.6491228070175439,5.0,0.0,2.1228070175438596,4.0,0.0,1.543859649122807
Joakim Noah,26.0,2.0,12.5875,10.0,0.0,4.75,19.0,2.0,10.0,0.8,0.0,0.46585,0.0,0.0,0.0,1.0,0.0,0.025,0.0,0.0,0.0,9.0,0.0,3.0875,11.0,0.0,4.1875,1.0,0.0,0.7085277777777778,9.0,0.0,3.525,15.0,2.0,7.725,21.0,2.0,11.25,14.0,0.0,5.3875,5.0,0.0,1.5125,4.0,0.0,1.2375,6.0,0.0,2.425,6.0,0.0,3.0625
