Player,Season,Points,Field Goal %,Three Pointer %,Free Throw %,ORB,Turnovers
Wally Szczerbiak,2002,19,.471,.500,.500,0,1
Wally Szczerbiak,2002,22,.636,.667,1.000,1,3
Wally Szczerbiak,2002,20,.533,.500,1.000,5,5
Wally Szczerbiak,2002,22,.563,1.000,.750,1,1
Wally Szczerbiak,2002,13,.545,1.000,.000,1,5
Wally Szczerbiak,2002,13,.625,.000,.750,0,2
Wally Szczerbiak,2002,16,.444,.000,,5,1
Wally Szczerbiak,2002,20,.563,.500,,3,2
Wally Szczerbiak,2002,19,.471,.500,.667,5,3
Wally Szczerbiak,2002,20,.500,.667,,0,0
Wally Szczerbiak,2002,14,.462,,.500,2,3
Wally Szczerbiak,2002,18,.533,.500,.500,1,3
Wally Szczerbiak,2002,22,.435,.667,,2,1
Wally Szczerbiak,2002,12,.455,1.000,.500,2,2
Wally Szczerbiak,2002,,,,,,
Wally Szczerbiak,2002,28,.813,.333,.250,2,4
Wally Szczerbiak,2002,27,.667,.500,.714,2,1
Wally Szczerbiak,2002,13,.429,.250,,1,0
Wally Szczerbiak,2002,13,.375,.000,1.000,1,2
Wally Szczerbiak,2002,14,.353,1.000,.500,0,2
Wally Szczerbiak,2002,19,.563,.250,,1,3
Wally Szczerbiak,2002,16,.438,1.000,.500,2,1
Wally Szczerbiak,2002,31,.722,,1.000,1,0
Wally Szczerbiak,2002,27,.647,1.000,1.000,3,4
Wally Szczerbiak,2002,15,.538,.000,.500,0,1
Wally Szczerbiak,2002,37,.583,.400,1.000,1,6
Wally Szczerbiak,2002,23,.467,1.000,.800,2,0
Wally Szczerbiak,2002,14,.429,,1.000,1,2
Wally Szczerbiak,2002,16,.412,.000,1.000,5,2
Wally Szczerbiak,2002,34,.588,.500,1.000,0,2
Wally Szczerbiak,2002,16,.438,.667,,2,1
Wally Szczerbiak,2002,21,.429,.500,.667,2,2
Wally Szczerbiak,2002,22,.400,.000,.909,4,5
Wally Szczerbiak,2002,20,.389,.000,.750,2,3
Wally Szczerbiak,2002,19,.800,.000,1.000,3,1
Wally Szczerbiak,2002,,,,,,
Wally Szczerbiak,2002,14,.400,.000,.667,1,6
Wally Szczerbiak,2002,16,.462,1.000,.750,1,1
Wally Szczerbiak,2002,16,.778,1.000,1.000,0,4
Wally Szczerbiak,2002,3,.167,1.000,,2,2
Wally Szczerbiak,2002,31,.636,.333,1.000,0,1
Wally Szczerbiak,2002,19,.500,.750,1.000,1,2
Wally Szczerbiak,2002,10,.385,.000,,2,0
Wally Szczerbiak,2002,10,.250,,.667,4,2
Wally Szczerbiak,2002,30,.688,1.000,1.000,1,2
Wally Szczerbiak,2002,14,.462,.000,1.000,0,2
Wally Szczerbiak,2002,18,.500,.500,.500,0,1
Wally Szczerbiak,2002,22,.571,.000,1.000,1,5
Wally Szczerbiak,2002,31,.632,.600,1.000,0,4
Wally Szczerbiak,2002,13,.400,,.500,2,3
Wally Szczerbiak,2002,14,.333,.667,1.000,0,2
Wally Szczerbiak,2002,24,.471,.600,1.000,1,2
Wally Szczerbiak,2002,14,.400,.500,1.000,1,1
Wally Szczerbiak,2002,21,.450,.500,,1,3
Wally Szczerbiak,2002,17,.545,.500,.800,1,3
Wally Szczerbiak,2002,10,.231,.250,1.000,2,3
Wally Szczerbiak,2002,,,,,,
Wally Szczerbiak,2002,9,.400,.250,,1,4
Wally Szczerbiak,2002,27,.526,.750,1.000,3,4
Wally Szczerbiak,2002,7,.333,1.000,1.000,1,2
Wally Szczerbiak,2002,18,.400,.400,1.000,0,1
Wally Szczerbiak,2002,21,.474,.200,1.000,1,4
Wally Szczerbiak,2002,33,.765,.000,.875,0,2
Wally Szczerbiak,2002,11,.556,.500,,0,3
Wally Szczerbiak,2002,4,.182,.000,,2,2
Wally Szczerbiak,2002,20,.692,,1.000,0,2
Wally Szczerbiak,2002,28,.500,.000,1.000,3,1
Wally Szczerbiak,2002,26,.750,.667,,0,2
Wally Szczerbiak,2002,25,.818,1.000,.833,3,5
Wally Szczerbiak,2002,9,.333,.333,,1,2
Wally Szczerbiak,2002,14,.385,.500,.750,2,1
Wally Szczerbiak,2002,16,.538,.667,,0,0
Wally Szczerbiak,2002,19,.583,.000,1.000,0,2
Wally Szczerbiak,2002,21,.474,.333,.667,3,1
Wally Szczerbiak,2002,16,.615,.000,,1,3
Wally Szczerbiak,2002,16,.455,.500,.556,1,4
Wally Szczerbiak,2002,17,.467,1.000,.667,1,0
Wally Szczerbiak,2002,,,,,,
Wally Szczerbiak,2002,19,.375,.400,.714,2,0
Wally Szczerbiak,2002,20,.571,.500,1.000,2,2
